label,required,canonical,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
PENSION/ANNUITY W MAY,0,var_10872,,,,,,ER43465,ER48790,,,,,,
PENSION/ANNUITY W NOV,0,var_10873,,,,,,ER43471,ER48796,,,,,,
PENSION/ANNUITY W OCT,0,var_10874,,,,,,ER43470,ER48795,,,,,,
PENSION/ANNUITY W SEP,0,var_10875,,,,,,ER43469,ER48794,,,,,,
PENSION/ANNUITY WF AMT,0,var_10876,,,,,,ER43458,ER48783,,,,,,
PENSION/ANNUITY WF PER,0,var_10877,,,,,,ER43459,ER48784,,,,,,
PRESCRIPTIONS/OTHER EXPENDITURE,0,var_10878,,,,,,ER46971D6,ER52395D6,ER58212D6,ER65442,ER71520,ER77571,ER81898,ER85752
PROF/TRADE INCOME H APR,0,var_10879,,,,,,ER42945,ER48267,,,,,,
PROF/TRADE INCOME H AUG,0,var_10880,,,,,,ER42949,ER48271,,,,,,
PROF/TRADE INCOME H DEC,0,var_10881,,,,,,ER42953,ER48275,,,,,,
PROF/TRADE INCOME H FEB,0,var_10882,,,,,,ER42943,ER48265,,,,,,
PROF/TRADE INCOME H JAN,0,var_10883,,,,,,ER42942,ER48264,,,,,,
PROF/TRADE INCOME H JUL,0,var_10884,,,,,,ER42948,ER48270,,,,,,
PROF/TRADE INCOME H JUN,0,var_10885,,,,,,ER42947,ER48269,,,,,,
PROF/TRADE INCOME H MAR,0,var_10886,,,,,,ER42944,ER48266,,,,,,
PROF/TRADE INCOME H MAY,0,var_10887,,,,,,ER42946,ER48268,,,,,,
PROF/TRADE INCOME H NOV,0,var_10888,,,,,,ER42952,ER48274,,,,,,
PROF/TRADE INCOME H OCT,0,var_10889,,,,,,ER42951,ER48273,,,,,,
PROF/TRADE INCOME H SEP,0,var_10890,,,,,,ER42950,ER48272,,,,,,
PROFESS/TRADE INCOME APR-HEAD,0,var_10891,,,,,,,,ER53961,ER61020,,,,
PROFESS/TRADE INCOME APR-RP,0,var_10892,,,,,,,,,,ER67072,ER73095,ER79172,ER83147
PROFESS/TRADE INCOME APR-SPOUSE,0,var_10893,,,,,,,,,ER61375,ER67427,ER73450,ER79552,ER83521
PROFESS/TRADE INCOME AUG-HEAD,0,var_10894,,,,,,,,ER53965,ER61024,,,,
PROFESS/TRADE INCOME AUG-RP,0,var_10895,,,,,,,,,,ER67076,ER73099,ER79176,ER83151
PROFESS/TRADE INCOME AUG-SPOUSE,0,var_10896,,,,,,,,,ER61379,ER67431,ER73454,ER79556,ER83525
PROFESS/TRADE INCOME DEC-HEAD,0,var_10897,,,,,,,,ER53969,ER61028,,,,
PROFESS/TRADE INCOME DEC-RP,0,var_10898,,,,,,,,,,ER67080,ER73103,ER79180,ER83155
PROFESS/TRADE INCOME DEC-SPOUSE,0,var_10899,,,,,,,,,ER61383,ER67435,ER73458,ER79560,ER83529
PROFESS/TRADE INCOME FEB-HEAD,0,var_10900,,,,,,,,ER53959,ER61018,,,,
PROFESS/TRADE INCOME FEB-RP,0,var_10901,,,,,,,,,,ER67070,ER73093,ER79170,ER83145
PROFESS/TRADE INCOME FEB-SPOUSE,0,var_10902,,,,,,,,,ER61373,ER67425,ER73448,ER79550,ER83519
PROFESS/TRADE INCOME JAN-HEAD,0,var_10903,,,,,,,,ER53958,ER61017,,,,
PROFESS/TRADE INCOME JAN-RP,0,var_10904,,,,,,,,,,ER67069,ER73092,ER79169,ER83144
PROFESS/TRADE INCOME JAN-SPOUSE,0,var_10905,,,,,,,,,ER61372,ER67424,ER73447,ER79549,ER83518
PROFESS/TRADE INCOME JUL-HEAD,0,var_10906,,,,,,,,ER53964,ER61023,,,,
PROFESS/TRADE INCOME JUL-RP,0,var_10907,,,,,,,,,,ER67075,ER73098,ER79175,ER83150
PROFESS/TRADE INCOME JUL-SPOUSE,0,var_10908,,,,,,,,,ER61378,ER67430,ER73453,ER79555,ER83524
PROFESS/TRADE INCOME JUN-HEAD,0,var_10909,,,,,,,,ER53963,ER61022,,,,
PROFESS/TRADE INCOME JUN-RP,0,var_10910,,,,,,,,,,ER67074,ER73097,ER79174,ER83149
PROFESS/TRADE INCOME JUN-SPOUSE,0,var_10911,,,,,,,,,ER61377,ER67429,ER73452,ER79554,ER83523
PROFESS/TRADE INCOME MAR-HEAD,0,var_10912,,,,,,,,ER53960,ER61019,,,,
PROFESS/TRADE INCOME MAR-RP,0,var_10913,,,,,,,,,,ER67071,ER73094,ER79171,ER83146
PROFESS/TRADE INCOME MAR-SPOUSE,0,var_10914,,,,,,,,,ER61374,ER67426,ER73449,ER79551,ER83520
PROFESS/TRADE INCOME MAY-HEAD,0,var_10915,,,,,,,,ER53962,ER61021,,,,
PROFESS/TRADE INCOME MAY-RP,0,var_10916,,,,,,,,,,ER67073,ER73096,ER79173,ER83148
PROFESS/TRADE INCOME MAY-SPOUSE,0,var_10917,,,,,,,,,ER61376,ER67428,ER73451,ER79553,ER83522
PROFESS/TRADE INCOME NOV-HEAD,0,var_10918,,,,,,,,ER53968,ER61027,,,,
PROFESS/TRADE INCOME NOV-RP,0,var_10919,,,,,,,,,,ER67079,ER73102,ER79179,ER83154
PROFESS/TRADE INCOME NOV-SPOUSE,0,var_10920,,,,,,,,,ER61382,ER67434,ER73457,ER79559,ER83528
PROFESS/TRADE INCOME OCT-HEAD,0,var_10921,,,,,,,,ER53967,ER61026,,,,
PROFESS/TRADE INCOME OCT-RP,0,var_10922,,,,,,,,,,ER67078,ER73101,ER79178,ER83153
PROFESS/TRADE INCOME OCT-SPOUSE,0,var_10923,,,,,,,,,ER61381,ER67433,ER73456,ER79558,ER83527
PROFESS/TRADE INCOME SEP-HEAD,0,var_10924,,,,,,,,ER53966,ER61025,,,,
PROFESS/TRADE INCOME SEP-RP,0,var_10925,,,,,,,,,,ER67077,ER73100,ER79177,ER83152
PROFESS/TRADE INCOME SEP-SPOUSE,0,var_10926,,,,,,,,,ER61380,ER67432,ER73455,ER79557,ER83526
PROFESSIONAL PRACTICE OF HEAD,0,var_10927,,,,,,ER46821,ER52229,ER58030,ER65210,,,,
PROFESSIONAL PRACTICE OF REF PERSON,0,var_10928,,,,,,,,,,ER71287,ER77309,ER81636,ER85490
PROFESSIONAL PRACTICE OF SPOUSE,0,var_10929,,,,,,,,,ER65238,ER71315,ER77337,ER81664,ER85518
PROPERTY TAX EXPENDITURE,0,var_10930,,,,,,ER46971A8,ER52395A8,ER58212A8,ER65417,ER71495,ER77527,ER81854,ER85708
PSID STATE OF RESIDENCE CODE,0,var_10931,,,,,,ER42003,ER47303,ER53003,ER60003,ER66003,ER72003,ER78003,ER82003
R11 LABOR INCOME,0,var_10932,,,,,,,,,ER65069,,,,
R11 LABOR INCOME (WF),0,var_10933,,,,,,ER46684,,ER57889,,,,,
R11 PER FOR LABOR INCOME,0,var_10934,,,,,,,,,ER65070,,,,
R11 PER FOR LABOR INCOME (WF),0,var_10935,,,,,,ER46685,,ER57890,,,,,
R2 LABOR INCOME,0,var_10936,,,,,,ER46673,ER52074,ER57841,ER65021,ER71113 | ER71161,ER77135 | ER77183,ER81471 | ER81519,ER85328 | ER85376
R2 PER FOR LABOR INCOME,0,var_10937,,,,,,ER46674,ER52075,ER57842,ER65022,ER71114 | ER71162,ER77136 | ER77184,ER81472 | ER81520,ER85329 | ER85377
R20 WTR RECD SOC SECURITY YR BEFORE LAST,0,var_10938,,,,,,ER46687,ER52088,ER57892,ER65072,,,,
R2011 LABOR INCOME (WF),0,var_10939,,,,,,,ER52085,,,,,,
R2011 PER FOR LABOR INCOME (WF),0,var_10940,,,,,,,ER52086,,,,,,
R25 WTR RECD RETIREMENT YR BEFORE LAST,0,var_10941,,,,,,ER46688,ER52089,ER57893,ER65073,,,,
R29 WTR RECD VA PENSION YR BEFORE LAST,0,var_10942,,,,,,ER46689,ER52090,ER57894,ER65074,,,,
R33 WTR RECD UNEMP COMP YR BEFORE LAST,0,var_10943,,,,,,ER46690,ER52091,ER57895,ER65075,,,,
R37 WTR RECD WORKERS COMP YR BEFORE LAST,0,var_10944,,,,,,ER46691,ER52092,ER57896,ER65076,,,,
R41 WTR RECD TANF (ADC) YR B4 LAST,0,var_10945,,,,,,ER46692,ER52093,ER57897,ER65077,,,,
R47 WTR RECEIVED SSI YR BEFORE LAST,0,var_10946,,,,,,ER46693,ER52094,ER57898,ER65078,,,,
R51 WTR RECEIVED OTR WELFARE YR B4 LAST,0,var_10947,,,,,,ER46694,ER52095,ER57899,ER65079,,,,
R55 WTR REC CH SUPP/ALIMONY YR B4 LAST,0,var_10948,,,,,,ER46695,ER52096,ER57900,ER65080,,,,
REF PERSN AND SPOUSE TAXABLE INCOME,0,var_10949,,,,,,,,,,ER71330,ER77352,ER81679,ER85533
REF PERSN UNEMPLOYMENT COMPENSATION,0,var_10950,,,,,,,,,,ER71347,ER77369,ER81696,ER85550
REF PERSON ADDITIONAL JOB INCOME,0,var_10951,,,,,,,,,,ER71289,ER77311,ER81638,ER85492
REF PERSON ANNUITIES,0,var_10952,,,,,,,,,,ER71341,ER77363,ER81690,ER85544
REF PERSON DIVIDENDS,0,var_10953,,,,,,,,,,ER71296,ER77318,ER81645,ER85499
REF PERSON HELP FROM OTHERS,0,var_10954,,,,,,,,,,ER71357,ER77379,ER81706,ER85560
REF PERSON HELP FROM RELATIVES,0,var_10955,,,,,,,,,,ER71355,ER77377,ER81704,ER85558
REF PERSON INCOME FROM ALIMONY,0,var_10956,,,,,,,,,,ER71353,ER77375,ER81702,ER85556
"REF PERSON INCOME FROM TANF, ETC.",0,var_10957,,,,,,,,,,ER71331,ER77353,ER81680,ER85534
REF PERSON INTEREST INCOME,0,var_10958,,,,,,,,,,ER71298,ER77320,ER81647,ER85501
REF PERSON IRAS,0,var_10959,,,,,,,,,,ER71343,ER77365,ER81692,ER85546
REF PERSON MISCELLANEOUS TRANSFERS,0,var_10960,,,,,,,,,,ER71359,ER77381,ER81708,ER85562
REF PERSON OTHER RETIREMENT,0,var_10961,,,,,,,,,,ER71345,ER77367,ER81694,ER85548
REF PERSON OTHER WELFARE,0,var_10962,,,,,,,,,,ER71335,ER77357,ER81684,ER85538
REF PERSON RENT INCOME,0,var_10963,,,,,,,,,,ER71294,ER77316,ER81643,ER85497
REF PERSON RETIREMENT/PENSIONS,0,var_10964,,,,,,,,,,ER71339,ER77361,ER81688,ER85542
REF PERSON SOCIAL SECURITY INCOME,0,var_10965,,,,,,,,,,ER71420,ER77442,ER81769,ER85623
REF PERSON SSI,0,var_10966,,,,,,,,,,ER71333,ER77355,ER81682,ER85536
REF PERSON SSI SELF/SOMEONE ELSE/BOTH,0,var_10967,,,,,,,,,,ER67170,ER73193,ER79289,ER83264
REF PERSON STRIKE WEEKS,0,var_10968,,,,,,,,,,ER71240,ER77262,ER81589,ER85443
REF PERSON TOTAL HOURS OF WORK,0,var_10969,,,,,,,,,,ER71233,ER77255,ER81582,ER85436
REF PERSON UNEMPLOYMENT WEEKS,0,var_10970,,,,,,,,,,ER71244,ER77266,ER81593,ER85447
REF PERSON VA PENSION,0,var_10971,,,,,,,,,,ER71337,ER77359,ER81686,ER85540
REF PERSON WAGE RATE,0,var_10972,,,,,,,,,,ER71392,ER77414,ER81741,ER85595
REF PERSON WEEKS LAID OFF,0,var_10973,,,,,,,,,,ER71242,ER77264,ER81591,ER85445
REF PERSON WEEKS OUT OF LABOR FORCE,0,var_10974,,,,,,,,,,ER71246,ER77268,ER81595,ER85449
REF PERSON WORKERS COMPENSATION,0,var_10975,,,,,,,,,,ER71349,ER77371,ER81698,ER85552
REF PERSON-SPOUSE SAMPLE STATUS,0,var_10976,,,,,,,,,,ER71545,ER77606,ER81933,ER85787
REFERENCE PERSON MARITAL STATUS,0,var_10977,,,,,,,,,,ER66024,ER72024,ER78025,ER82026
REFERENCE PERSON REPORT HRS BUSNS 1,0,var_10978,,,,,,,,,,ER66981,ER73004,ER79081,ER83056
REFERENCE PERSON REPORT HRS BUSNS 2,0,var_10979,,,,,,,,,,ER66995,ER73018,ER79095,ER83070
REFERENCE PERSON REPORT HRS BUSNS 3,0,var_10980,,,,,,,,,,ER67009,ER73032,ER79109,ER83084
REFERENCE PERSON REPORT HRS BUSNS 4,0,var_10981,,,,,,,,,,ER67023,ER73046,ER79123,ER83098
REFERENCE PERSON REPORT HRS BUSNS 5,0,var_10982,,,,,,,,,,ER67037,ER73060,ER79137,ER83112
REFERENCE PERSON WEEKLY WORK HOURS,0,var_10983,,,,,,,,,,ER71229,ER77251,ER81578,ER85432
REFERENCE PERSON WORK IN BUSINESS 1,0,var_10984,,,,,,,,,,ER66980,ER73003,ER79080,ER83055
REFERENCE PERSON WORK IN BUSINESS 2,0,var_10985,,,,,,,,,,ER66994,ER73017,ER79094,ER83069
REFERENCE PERSON WORK IN BUSINESS 3,0,var_10986,,,,,,,,,,ER67008,ER73031,ER79108,ER83083
REFERENCE PERSON WORK IN BUSINESS 4,0,var_10987,,,,,,,,,,ER67022,ER73045,ER79122,ER83097
REFERENCE PERSON WORK IN BUSINESS 5,0,var_10988,,,,,,,,,,ER67036,ER73059,ER79136,ER83111
REFERENCE PERSON WORK WEEKS,0,var_10989,,,,,,,,,,ER71227,ER77249,ER81576,ER85430
REGION HD GREW UP,0,var_10990,,,,,,ER46977,ER52401,ER58219,ER65455,,,,
REGION REFERENCE PERSON GREW UP,0,var_10991,,,,,,,,,,ER71534,ER77595,ER81922,ER85776
REGION SP GREW UP,0,var_10992,,,,,,,,,ER65457,ER71536,ER77597,ER81924,ER85778
REGION WF GREW UP,0,var_10993,,,,,,ER46979,ER52403,ER58221,,,,,
REL OF 1ST OTHER FU,0,var_10994,,,,,,ER46992,ER52416,ER58234,ER65470,ER71549,ER77610,ER81937,ER85791
REL OF 2ND OTHER FU,0,var_10995,,,,,,ER46995,ER52419,ER58237,ER65473,ER71552,ER77613,ER81940,ER85794
REL OF 3RD OTHER FU,0,var_10996,,,,,,ER46998,ER52422,ER58240,ER65476,ER71555,ER77616,ER81943,ER85797
REL OF 4TH OTHER FU,0,var_10997,,,,,,ER47001,ER52425,ER58243,ER65479,ER71558,ER77619,ER81946,ER85800
RELEASE NUMBER,0,var_10998,,,,,,ER42001,ER47301,ER53001,ER60001,ER66001,ER72001,ER78001,ER82001
RENT EXPENDITURE,0,var_10999,,,,,,ER46971A7,ER52395A7,ER58212A7,ER65416,ER71494,ER77525,ER81852,ER85706
RENT INCOME APR-HEAD,0,var_11000,,,,,,,,ER53999,ER61041,,,,
RENT INCOME APR-RP,0,var_11001,,,,,,,,,,ER67093,ER73116,ER79213,ER83188
RENT INCOME APR-SPOUSE,0,var_11002,,,,,,,,,ER61428,ER67448,ER73471,ER79593,ER83562
RENT INCOME APR-WIFE,0,var_11003,,,,,,,,ER54352,,,,,
RENT INCOME AUG-HEAD,0,var_11004,,,,,,,,ER54003,ER61045,,,,
RENT INCOME AUG-RP,0,var_11005,,,,,,,,,,ER67097,ER73120,ER79217,ER83192
RENT INCOME AUG-SPOUSE,0,var_11006,,,,,,,,,ER61432,ER67452,ER73475,ER79597,ER83566
RENT INCOME AUG-WIFE,0,var_11007,,,,,,,,ER54356,,,,,
RENT INCOME DEC-HEAD,0,var_11008,,,,,,,,ER54007,ER61049,,,,
RENT INCOME DEC-RP,0,var_11009,,,,,,,,,,ER67101,ER73124,ER79221,ER83196
RENT INCOME DEC-SPOUSE,0,var_11010,,,,,,,,,ER61436,ER67456,ER73479,ER79601,ER83570
RENT INCOME DEC-WIFE,0,var_11011,,,,,,,,ER54360,,,,,
RENT INCOME FEB-HEAD,0,var_11012,,,,,,,,ER53997,ER61039,,,,
RENT INCOME FEB-RP,0,var_11013,,,,,,,,,,ER67091,ER73114,ER79211,ER83186
RENT INCOME FEB-SPOUSE,0,var_11014,,,,,,,,,ER61426,ER67446,ER73469,ER79591,ER83560
RENT INCOME FEB-WIFE,0,var_11015,,,,,,,,ER54350,,,,,
RENT INCOME HEAD APR,0,var_11016,,,,,,ER43000,ER48322,,,,,,
RENT INCOME HEAD AUG,0,var_11017,,,,,,ER43004,ER48326,,,,,,
RENT INCOME HEAD DEC,0,var_11018,,,,,,ER43008,ER48330,,,,,,
RENT INCOME HEAD FEB,0,var_11019,,,,,,ER42998,ER48320,,,,,,
RENT INCOME HEAD JAN,0,var_11020,,,,,,ER42997,ER48319,,,,,,
RENT INCOME HEAD JUL,0,var_11021,,,,,,ER43003,ER48325,,,,,,
RENT INCOME HEAD JUN,0,var_11022,,,,,,ER43002,ER48324,,,,,,
RENT INCOME HEAD MAR,0,var_11023,,,,,,ER42999,ER48321,,,,,,
RENT INCOME HEAD MAY,0,var_11024,,,,,,ER43001,ER48323,,,,,,
RENT INCOME HEAD NOV,0,var_11025,,,,,,ER43007,ER48329,,,,,,
RENT INCOME HEAD OCT,0,var_11026,,,,,,ER43006,ER48328,,,,,,
RENT INCOME HEAD SEP,0,var_11027,,,,,,ER43005,ER48327,,,,,,
RENT INCOME JAN-HEAD,0,var_11028,,,,,,,,ER53996,ER61038,,,,
RENT INCOME JAN-RP,0,var_11029,,,,,,,,,,ER67090,ER73113,ER79210,ER83185
RENT INCOME JAN-SPOUSE,0,var_11030,,,,,,,,,ER61425,ER67445,ER73468,ER79590,ER83559
RENT INCOME JAN-WIFE,0,var_11031,,,,,,,,ER54349,,,,,
RENT INCOME JUL-HEAD,0,var_11032,,,,,,,,ER54002,ER61044,,,,
RENT INCOME JUL-RP,0,var_11033,,,,,,,,,,ER67096,ER73119,ER79216,ER83191
RENT INCOME JUL-SPOUSE,0,var_11034,,,,,,,,,ER61431,ER67451,ER73474,ER79596,ER83565
RENT INCOME JUL-WIFE,0,var_11035,,,,,,,,ER54355,,,,,
RENT INCOME JUN-HEAD,0,var_11036,,,,,,,,ER54001,ER61043,,,,
RENT INCOME JUN-RP,0,var_11037,,,,,,,,,,ER67095,ER73118,ER79215,ER83190
RENT INCOME JUN-SPOUSE,0,var_11038,,,,,,,,,ER61430,ER67450,ER73473,ER79595,ER83564
RENT INCOME JUN-WIFE,0,var_11039,,,,,,,,ER54354,,,,,
RENT INCOME MAR-HEAD,0,var_11040,,,,,,,,ER53998,ER61040,,,,
RENT INCOME MAR-RP,0,var_11041,,,,,,,,,,ER67092,ER73115,ER79212,ER83187
RENT INCOME MAR-SPOUSE,0,var_11042,,,,,,,,,ER61427,ER67447,ER73470,ER79592,ER83561
RENT INCOME MAR-WIFE,0,var_11043,,,,,,,,ER54351,,,,,
RENT INCOME MAY-HEAD,0,var_11044,,,,,,,,ER54000,ER61042,,,,
RENT INCOME MAY-RP,0,var_11045,,,,,,,,,,ER67094,ER73117,ER79214,ER83189
RENT INCOME MAY-SPOUSE,0,var_11046,,,,,,,,,ER61429,ER67449,ER73472,ER79594,ER83563
RENT INCOME MAY-WIFE,0,var_11047,,,,,,,,ER54353,,,,,
RENT INCOME NOV-HEAD,0,var_11048,,,,,,,,ER54006,ER61048,,,,
RENT INCOME NOV-RP,0,var_11049,,,,,,,,,,ER67100,ER73123,ER79220,ER83195
RENT INCOME NOV-SPOUSE,0,var_11050,,,,,,,,,ER61435,ER67455,ER73478,ER79600,ER83569
RENT INCOME NOV-WIFE,0,var_11051,,,,,,,,ER54359,,,,,
RENT INCOME OCT-HEAD,0,var_11052,,,,,,,,ER54005,ER61047,,,,
RENT INCOME OCT-RP,0,var_11053,,,,,,,,,,ER67099,ER73122,ER79219,ER83194
RENT INCOME OCT-SPOUSE,0,var_11054,,,,,,,,,ER61434,ER67454,ER73477,ER79599,ER83568
RENT INCOME OCT-WIFE,0,var_11055,,,,,,,,ER54358,,,,,
RENT INCOME SEP-HEAD,0,var_11056,,,,,,,,ER54004,ER61046,,,,
RENT INCOME SEP-RP,0,var_11057,,,,,,,,,,ER67098,ER73121,ER79218,ER83193
RENT INCOME SEP-SPOUSE,0,var_11058,,,,,,,,,ER61433,ER67453,ER73476,ER79598,ER83567
RENT INCOME SEP-WIFE,0,var_11059,,,,,,,,ER54357,,,,,
RENT INCOME WIFE APR,0,var_11060,,,,,,ER43333,ER48658,,,,,,
RENT INCOME WIFE AUG,0,var_11061,,,,,,ER43337,ER48662,,,,,,
RENT INCOME WIFE DEC,0,var_11062,,,,,,ER43341,ER48666,,,,,,
RENT INCOME WIFE FEB,0,var_11063,,,,,,ER43331,ER48656,,,,,,
RENT INCOME WIFE JAN,0,var_11064,,,,,,ER43330,ER48655,,,,,,
RENT INCOME WIFE JUL,0,var_11065,,,,,,ER43336,ER48661,,,,,,
RENT INCOME WIFE JUN,0,var_11066,,,,,,ER43335,ER48660,,,,,,
RENT INCOME WIFE MAR,0,var_11067,,,,,,ER43332,ER48657,,,,,,
RENT INCOME WIFE MAY,0,var_11068,,,,,,ER43334,ER48659,,,,,,
RENT INCOME WIFE NOV,0,var_11069,,,,,,ER43340,ER48665,,,,,,
RENT INCOME WIFE OCT,0,var_11070,,,,,,ER43339,ER48664,,,,,,
RENT INCOME WIFE SEP,0,var_11071,,,,,,ER43338,ER48663,,,,,,
RENT OF HEAD,0,var_11072,,,,,,ER42993,ER48315,,,,,,
RENT OF HEAD PER,0,var_11073,,,,,,ER42994,ER48316,,,,,,
RENT OF WIFE AMT,0,var_11074,,,,,,ER43326,ER48651,,,,,,
RENT OF WIFE PER,0,var_11075,,,,,,ER43327,ER48652,,,,,,
RETIREMENT INCOME APR-WIFE,0,var_11076,,,,,,,,ER54484,,,,,
RETIREMENT INCOME AUG-WIFE,0,var_11077,,,,,,,,ER54488,,,,,
RETIREMENT INCOME DEC-WIFE,0,var_11078,,,,,,,,ER54492,,,,,
RETIREMENT INCOME FEB-WIFE,0,var_11079,,,,,,,,ER54482,,,,,
RETIREMENT INCOME H APR,0,var_11080,,,,,,ER43132,ER48457,,,,,,
RETIREMENT INCOME H AUG,0,var_11081,,,,,,ER43136,ER48461,,,,,,
RETIREMENT INCOME H DEC,0,var_11082,,,,,,ER43140,ER48465,,,,,,
RETIREMENT INCOME H FEB,0,var_11083,,,,,,ER43130,ER48455,,,,,,
RETIREMENT INCOME H JAN,0,var_11084,,,,,,ER43129,ER48454,,,,,,
RETIREMENT INCOME H JUL,0,var_11085,,,,,,ER43135,ER48460,,,,,,
RETIREMENT INCOME H JUN,0,var_11086,,,,,,ER43134,ER48459,,,,,,
RETIREMENT INCOME H MAR,0,var_11087,,,,,,ER43131,ER48456,,,,,,
RETIREMENT INCOME H MAY,0,var_11088,,,,,,ER43133,ER48458,,,,,,
RETIREMENT INCOME H NOV,0,var_11089,,,,,,ER43139,ER48464,,,,,,
RETIREMENT INCOME H OCT,0,var_11090,,,,,,ER43138,ER48463,,,,,,
RETIREMENT INCOME H SEP,0,var_11091,,,,,,ER43137,ER48462,,,,,,
RETIREMENT INCOME JAN-WIFE,0,var_11092,,,,,,,,ER54481,,,,,
RETIREMENT INCOME JUL-WIFE,0,var_11093,,,,,,,,ER54487,,,,,
RETIREMENT INCOME JUN-WIFE,0,var_11094,,,,,,,,ER54486,,,,,
RETIREMENT INCOME MAR-WIFE,0,var_11095,,,,,,,,ER54483,,,,,
RETIREMENT INCOME MAY-WIFE,0,var_11096,,,,,,,,ER54485,,,,,
RETIREMENT INCOME NOV-WIFE,0,var_11097,,,,,,,,ER54491,,,,,
RETIREMENT INCOME OCT-WIFE,0,var_11098,,,,,,,,ER54490,,,,,
RETIREMENT INCOME SEP-WIFE,0,var_11099,,,,,,,,ER54489,,,,,
ROOM/BORD INCOME H APR,0,var_11100,,,,,,ER42979,ER48301,,,,,,
ROOM/BORD INCOME H AUG,0,var_11101,,,,,,ER42983,ER48305,,,,,,
ROOM/BORD INCOME H DEC,0,var_11102,,,,,,ER42987,ER48309,,,,,,
ROOM/BORD INCOME H FEB,0,var_11103,,,,,,ER42977,ER48299,,,,,,
ROOM/BORD INCOME H JAN,0,var_11104,,,,,,ER42976,ER48298,,,,,,
ROOM/BORD INCOME H JUL,0,var_11105,,,,,,ER42982,ER48304,,,,,,
ROOM/BORD INCOME H JUN,0,var_11106,,,,,,ER42981,ER48303,,,,,,
ROOM/BORD INCOME H MAR,0,var_11107,,,,,,ER42978,ER48300,,,,,,
ROOM/BORD INCOME H MAY,0,var_11108,,,,,,ER42980,ER48302,,,,,,
ROOM/BORD INCOME H NOV,0,var_11109,,,,,,ER42986,ER48308,,,,,,
ROOM/BORD INCOME H OCT,0,var_11110,,,,,,ER42985,ER48307,,,,,,
ROOM/BORD INCOME H SEP,0,var_11111,,,,,,ER42984,ER48306,,,,,,
RP AND SPOUSE TRANSFER INCOME,0,var_11112,,,,,,,,,,ER71391,ER77413,ER81740,ER85594
RP ASSET INCOME FROM BUSINESS,0,var_11113,,,,,,,,,,ER71275,ER77297,ER81624,ER85478
RP GEOGRAPHIC MOBILITY,0,var_11114,,,,,,,,,,ER71535,ER77596,ER81923,ER85777
RP INCOME FROM TRUSTS/ROYALTIES,0,var_11115,,,,,,,,,,ER71300,ER77322,ER81649,ER85503
RP LABOR INCOME FROM BUSINESS,0,var_11116,,,,,,,,,,ER71274,ER77296,ER81623,ER85477
RP OVERTIME WORK HOURS,0,var_11117,,,,,,,,,,ER71231,ER77253,ER81580,ER85434
RP WEEKS MISSED FOR ILLNESS OF OTRS,0,var_11118,,,,,,,,,,ER71234,ER77256,ER81583,ER85437
RP WEEKS MISSED FOR OWN ILLNESS,0,var_11119,,,,,,,,,,ER71236,ER77258,ER81585,ER85439
RP WEEKS OFF FOR VACATION,0,var_11120,,,,,,,,,,ER71238,ER77260,ER81587,ER85441
RURAL-URBAN CODE (BEALE-COLLAPSED),0,var_11121,,,,,,ER46975A,ER52399A,ER58216,,,,,
SCALE SCORE: NON-SPEC PSYCH DISTRESS K6,0,var_11122,,,,,,,,,,,,,ER84929
SECTION A MODE,0,var_11123,,,,,,,,,,,,ER78024,ER82025
SECTION BC MODE,0,var_11124,,,,,,,,,,,,ER78166,ER82149
SECTION DE MODE,0,var_11125,,,,,,,,,,,,ER78480,ER82468
SECTION F MODE,0,var_11126,,,,,,,,,,,,ER78793,ER82786
SECTION G MODE,0,var_11127,,,,,,,,,,,,ER79050,ER83043
SECTION H MODE,0,var_11128,,,,,,,,,,,,ER80549,ER84519
SECTION K MODE,0,var_11129,,,,,,,,,,,,ER80975,ER84952
SECTION L MODE,0,var_11130,,,,,,,,,,,,ER81102,ER85079
SECTION M MODE,0,var_11131,,,,,,,,,,,,ER81337,ER85206
SECTION NEW IMMIGRANT MODE,0,var_11132,,,,,,,,,,,,ER81229,
SECTION P MODE,0,var_11133,,,,,,,,,,,,ER80136,ER84106
SECTION W MODE,0,var_11134,,,,,,,,,,,,ER79918,ER83887
SEX OF HEAD,0,var_11135,,,,,,ER42018,ER47318,ER53018,ER60018,,,,
SEX OF REFERENCE PERSON,0,var_11136,,,,,,,,,,ER66018,ER72018,ER78018,ER82019
SEX OF SPOUSE,0,var_11137,,,,,,,,,ER60020,ER66020,ER72020,ER78020,ER82021
SIZE LARGEST CITY IN COUNTY,0,var_11138,,,,,,ER46976,ER52400,ER58218,ER65454,ER71533,ER77594,ER81921,ER85775
SIZE OF 1ST OTHER FU,0,var_11139,,,,,,ER46993,ER52417,ER58235,ER65471,ER71550,ER77611,ER81938,ER85792
SIZE OF 2ND OTHER FU,0,var_11140,,,,,,ER46996,ER52420,ER58238,ER65474,ER71553,ER77614,ER81941,ER85795
SIZE OF 3RD OTHER FU,0,var_11141,,,,,,ER46999,ER52423,ER58241,ER65477,ER71556,ER77617,ER81944,ER85798
SIZE OF 4TH OTHER FU,0,var_11142,,,,,,ER47002,ER52426,ER58244,ER65480,ER71559,ER77620,ER81947,ER85801
SP ASSET INCOME FROM BUSINESS,0,var_11143,,,,,,,,,ER65226,ER71303,ER77325,ER81652,ER85506
